cisp,mes,ano,mes_ano,aisp,risp,munic,mcirc,regiao,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,feminicidio,letalidade_violenta,tentat_hom,tentativa_feminicidio,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
44,5,2025,2025-05-01,3,1,Rio de Janeiro,3304557,Capital,4,0,0,4,0,0.0,4,1,0.0,41,1,2,28,39,28,7,74,35,4,4,0,0,0.0,0,0,0.0,30,147,8,16,10,21,1.0,89,145,0,0,0,124,11,2.0,8.0,1.0,11,24.0,2.0,9.0,0.0,35,2,0,0,0,0,796,3
48,5,2025,2025-05-01,24,3,Seropédica,3305554,Baixada Fluminense,1,0,0,1,0,0.0,1,0,0.0,15,1,3,7,5,2,1,8,4,0,0,2,0,0.0,0,0,0.0,0,14,3,1,1,3,3.0,22,33,0,1,0,50,2,2.0,0.0,0.0,4,8.0,0.0,4.0,1.0,24,3,0,0,0,0,272,3
50,5,2025,2025-05-01,24,3,Itaguaí,3302007,Baixada Fluminense,3,0,0,3,2,0.0,5,6,0.0,38,2,2,11,6,4,0,10,7,1,0,0,0,0.0,0,0,0.0,1,19,18,2,1,8,0.0,49,78,0,1,0,84,13,9.0,2.0,2.0,10,18.0,1.0,14.0,0.0,45,2,0,0,0,0,452,3
51,5,2025,2025-05-01,24,3,Paracambi,3303609,Baixada Fluminense,0,0,0,0,0,0.0,0,0,0.0,13,1,1,2,1,1,0,2,0,0,0,0,0,0.0,0,0,0.0,0,2,1,1,0,1,2.0,17,22,0,1,0,17,9,3.0,5.0,1.0,2,9.0,2.0,1.0,0.0,15,1,0,0,0,0,126,3
52,5,2025,2025-05-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,2,0,0,2,0,0.0,2,5,0.0,83,5,2,37,66,56,16,138,50,3,5,0,0,0.0,0,0,0.0,8,204,44,18,8,53,6.0,137,266,0,5,0,161,4,1.0,3.0,0.0,20,42.0,5.0,15.0,2.0,68,3,0,0,0,0,1177,3
53,5,2025,2025-05-01,20,3,Mesquita,3302858,Baixada Fluminense,0,0,0,0,0,0.0,0,4,0.0,68,4,0,17,30,25,2,57,16,2,0,0,0,0.0,0,0,0.0,3,78,26,5,2,8,2.0,43,86,0,1,0,90,13,0.0,6.0,7.0,14,23.0,1.0,11.0,0.0,65,8,0,0,0,0,578,3
54,5,2025,2025-05-01,39,3,Belford Roxo,3300456,Baixada Fluminense,13,0,0,13,2,0.0,15,10,0.0,95,10,5,32,70,56,2,128,71,10,5,0,0,0.0,0,0,0.0,10,224,31,11,6,8,5.0,81,142,0,10,0,235,30,2.0,26.0,3.0,52,87.0,6.0,35.0,3.0,99,14,2,0,0,0,1366,3
55,5,2025,2025-05-01,24,3,Queimados,3304144,Baixada Fluminense,1,1,1,3,2,0.0,5,3,0.0,51,18,3,23,12,10,0,22,3,0,0,0,0,0.0,0,1,0.0,3,29,13,2,0,7,1.0,41,64,0,2,0,76,1,0.0,0.0,1.0,6,16.0,0.0,9.0,4.0,68,3,0,0,0,0,480,3
56,5,2025,2025-05-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,9,0,0,9,0,0.0,9,2,1.0,81,12,1,33,38,38,3,79,40,5,0,1,0,0.0,0,0,0.0,8,133,25,2,1,15,1.0,33,77,0,4,0,121,5,0.0,4.0,1.0,17,11.0,2.0,13.0,2.0,88,15,1,0,0,0,794,3
57,5,2025,2025-05-01,20,3,Nilópolis,3303203,Baixada Fluminense,1,0,0,1,0,0.0,1,1,0.0,53,1,0,9,19,36,0,55,18,0,0,1,0,0.0,0,0,2.0,7,83,14,7,2,16,1.0,71,111,0,2,0,107,4,0.0,3.0,1.0,5,15.0,0.0,12.0,0.0,69,6,0,0,0,0,673,3
58,5,2025,2025-05-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,18,0,0,18,0,0.0,18,4,1.0,150,11,4,46,63,58,2,123,63,13,0,3,0,0.0,0,0,0.0,15,217,22,4,2,17,3.0,58,106,0,7,0,166,5,0.0,3.0,2.0,25,37.0,1.0,12.0,2.0,137,17,1,0,0,0,1252,3
59,5,2025,2025-05-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,8,0,0,8,1,0.0,9,5,1.0,114,8,5,44,142,126,11,279,101,43,5,1,0,0.0,0,2,0.0,33,464,51,44,8,38,0.0,197,338,0,3,0,234,6,1.0,5.0,0.0,88,72.0,19.0,9.0,0.0,119,13,0,0,0,0,1932,3
60,5,2025,2025-05-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,10,0,0,10,4,0.0,14,11,1.0,55,6,6,26,43,49,2,94,113,22,0,0,0,0.0,0,0,0.0,27,256,26,0,6,7,0.0,38,77,0,0,0,134,20,0.0,20.0,0.0,45,49.0,4.0,11.0,1.0,74,8,0,0,0,0,955,3
61,5,2025,2025-05-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,2,0,0,2,0,0.0,2,0,1.0,32,2,0,6,1,1,0,2,9,1,0,0,0,0.0,0,0,0.0,2,14,6,1,0,0,2.0,7,16,0,1,0,24,0,0.0,0.0,0.0,3,11.0,0.0,5.0,1.0,29,1,1,0,0,0,186,3
62,5,2025,2025-05-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,2,0,0,2,1,0.0,3,2,0.0,41,6,1,9,22,13,4,39,35,8,1,1,0,0.0,0,0,1.0,4,89,25,2,1,6,0.0,30,64,0,8,3,77,4,0.0,4.0,0.0,10,27.0,0.0,3.0,0.0,34,9,0,0,0,0,468,3
63,5,2025,2025-05-01,24,3,Japeri,3302270,Baixada Fluminense,1,0,0,1,2,0.0,3,0,0.0,32,2,1,5,5,4,0,9,0,0,0,1,0,0.0,0,0,0.0,3,13,5,0,4,5,1.0,16,31,0,1,0,54,8,3.0,4.0,1.0,4,14.0,2.0,10.0,1.0,27,4,0,0,0,0,286,3
64,5,2025,2025-05-01,21,3,São João de Meriti,3305109,Baixada Fluminense,7,0,1,8,4,0.0,12,8,1.0,105,12,4,53,82,56,8,146,71,24,1,2,0,0.0,0,0,0.0,27,271,59,7,4,11,0.0,102,183,0,2,0,219,21,0.0,15.0,6.0,48,58.0,10.0,20.0,0.0,94,16,1,0,0,0,1283,3
65,5,2025,2025-05-01,34,3,Magé,3302502,Baixada Fluminense,1,0,0,1,0,0.0,1,1,1.0,25,4,0,15,5,0,0,5,1,3,0,0,0,0.0,0,0,0.0,2,11,7,2,1,17,1.0,20,48,0,1,0,48,21,2.0,16.0,3.0,3,22.0,4.0,5.0,0.0,38,3,0,0,0,0,329,3
66,5,2025,2025-05-01,34,3,Magé,3302502,Baixada Fluminense,4,0,0,4,1,0.0,5,5,0.0,57,4,0,25,11,6,0,17,6,0,0,0,0,0.0,0,0,0.0,1,24,17,5,0,10,5.0,36,73,0,3,0,100,2,2.0,0.0,0.0,11,21.0,0.0,4.0,0.0,101,7,0,0,0,0,593,3
67,5,2025,2025-05-01,34,3,Guapimirim,3301850,Baixada Fluminense,0,0,0,0,0,0.0,0,0,0.0,27,4,3,12,3,1,0,4,1,1,0,0,0,0.0,0,0,0.0,0,6,6,0,1,1,2.0,18,28,0,1,0,28,15,9.0,6.0,0.0,2,7.0,0.0,9.0,0.0,31,0,0,0,0,0,240,3
1,6,2025,2025-06-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,0.0,16,1,0,2,50,26,9,85,2,0,0,0,0,0.0,0,0,0.0,8,95,1,47,41,80,2.0,89,260,0,0,1,107,2,1.0,1.0,0.0,1,42.0,4.0,8.0,3.0,19,6,0,0,0,0,684,3
4,6,2025,2025-06-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,1,0.0,21,1,1,15,22,28,6,56,1,1,0,0,0,0.0,0,0,0.0,6,64,7,31,15,93,0.0,40,186,0,1,0,36,14,2.0,13.0,0.0,0,46.0,10.0,14.0,5.0,20,6,0,0,0,0,624,3
5,6,2025,2025-06-01,5,1,Rio de Janeiro,3304557,Capital,2,0,0,2,0,0.0,2,1,1.0,66,2,0,13,62,61,1,124,1,0,2,1,0,0.0,0,0,1.0,17,146,13,58,11,268,7.0,187,544,0,1,0,162,10,3.0,7.0,0.0,3,38.0,3.0,13.0,3.0,40,1,0,0,0,0,1295,3
6,6,2025,2025-06-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,0.0,30,3,4,31,21,7,4,32,12,1,0,0,0,0.0,0,0,1.0,5,51,8,20,17,71,3.0,54,173,0,1,0,52,1,0.0,1.0,0.0,9,14.0,1.0,4.0,1.0,17,6,0,0,0,0,505,3
7,6,2025,2025-06-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,1.0,15,1,0,2,13,8,1,22,1,0,0,0,0,0.0,0,0,0.0,0,23,7,2,4,7,3.0,26,49,0,3,0,26,3,0.0,3.0,0.0,3,11.0,0.0,0.0,0.0,12,2,0,0,0,0,224,3
9,6,2025,2025-06-01,2,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,2,0.0,26,4,0,25,66,50,6,122,11,1,0,0,0,0.0,0,0,6.0,4,144,15,61,20,110,21.0,133,360,0,2,0,163,0,0.0,0.0,0.0,3,30.0,3.0,5.0,0.0,30,1,3,0,0,0,1096,3
10,6,2025,2025-06-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,3,0.0,28,0,0,29,55,70,11,136,10,0,5,1,0,0.0,0,0,2.0,18,172,10,16,26,149,21.0,223,445,0,2,0,146,10,9.0,0.0,1.0,5,19.0,6.0,8.0,2.0,25,5,2,0,0,0,1174,3
11,6,2025,2025-06-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,1,0,0,3,0.0,5,9,0,0,0,9,2,0.0,1.0,1.0,1,1.0,0.0,1.0,0.0,3,1,0,0,0,0,74,3
12,6,2025,2025-06-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,0.0,1,1,0.0,31,6,0,9,12,6,2,20,0,1,6,0,0,0.0,0,0,2.0,4,33,9,49,8,111,19.0,164,360,0,4,0,224,8,1.0,7.0,0.0,3,49.0,4.0,8.0,2.0,36,4,0,0,0,0,1014,3
13,6,2025,2025-06-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,0.0,20,1,0,3,7,7,0,14,0,0,3,1,0,0.0,0,0,0.0,4,22,5,25,2,64,8.0,101,205,0,1,0,74,1,0.0,1.0,0.0,0,17.0,3.0,4.0,0.0,19,2,0,0,0,0,531,3
14,6,2025,2025-06-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,0.0,14,0,1,7,14,31,1,46,2,0,3,3,0,0.0,0,0,0.0,8,62,9,29,5,204,44.0,160,451,0,0,0,202,5,2.0,2.0,1.0,3,25.0,4.0,5.0,3.0,13,9,0,0,0,0,1052,3
15,6,2025,2025-06-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,0,0.0,20,1,1,13,14,10,3,27,1,0,1,0,0,0.0,0,0,1.0,13,43,11,12,19,44,12.0,71,169,0,2,0,139,6,5.0,1.0,0.0,2,19.0,0.0,9.0,1.0,16,3,0,0,0,0,674,3
16,6,2025,2025-06-01,31,2,Rio de Janeiro,3304557,Capital,2,0,0,2,1,0.0,3,1,0.0,65,2,1,55,55,51,12,118,6,1,5,0,0,0.0,0,0,0.0,27,157,37,21,78,212,13.0,303,664,0,7,0,447,11,7.0,5.0,0.0,5,49.0,35.0,15.0,9.0,66,6,0,0,0,0,2132,3
17,6,2025,2025-06-01,4,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,0,0.0,28,1,3,33,31,36,6,73,18,2,3,0,0,0.0,0,0,0.0,20,116,18,15,15,68,4.0,102,222,0,1,0,102,8,3.0,4.0,1.0,8,22.0,0.0,10.0,0.0,27,7,0,0,0,0,803,3
18,6,2025,2025-06-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,2,1.0,3,0,0.0,13,3,1,32,63,64,14,141,19,1,2,0,0,0.0,0,0,1.0,18,182,11,36,36,77,8.0,108,276,0,0,0,92,2,0.0,2.0,0.0,5,15.0,6.0,3.0,0.0,23,2,0,0,0,0,896,3
19,6,2025,2025-06-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,0,0.0,43,2,0,20,61,35,9,105,5,1,1,0,0,0.0,0,0,0.0,25,137,10,23,42,44,4.0,151,274,0,7,0,161,2,1.0,1.0,0.0,2,25.0,6.0,11.0,6.0,33,1,2,0,0,0,1003,3
20,6,2025,2025-06-01,6,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,3,0.0,35,2,1,13,38,28,2,68,7,0,0,1,0,0.0,0,0,0.0,2,78,2,18,20,31,5.0,150,226,0,1,1,156,4,1.0,0.0,3.0,7,31.0,6.0,2.0,0.0,36,5,0,0,0,0,870,3
21,6,2025,2025-06-01,22,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,2,1.0,57,6,4,65,33,39,7,79,41,10,3,0,0,0.0,0,0,0.0,22,155,42,11,19,78,1.0,172,323,0,6,1,169,19,9.0,9.0,1.0,52,58.0,10.0,28.0,3.0,52,9,2,0,0,0,1290,3
22,6,2025,2025-06-01,16,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,2,0.0,40,4,4,43,25,19,1,45,24,3,0,0,0,0.0,0,0,0.0,3,75,11,10,8,19,0.0,92,140,0,2,0,93,8,2.0,6.0,0.0,19,32.0,2.0,6.0,0.0,39,3,0,0,0,0,725,3
23,6,2025,2025-06-01,3,1,Rio de Janeiro,3304557,Capital,3,0,0,3,0,0.0,3,0,0.0,27,3,1,13,20,34,3,57,9,1,1,0,0,0.0,0,1,0.0,5,74,9,4,9,24,2.0,82,130,0,0,0,81,4,3.0,0.0,1.0,2,14.0,0.0,2.0,0.0,27,2,0,0,0,0,546,3
24,6,2025,2025-06-01,3,1,Rio de Janeiro,3304557,Capital,2,0,0,2,0,0.0,2,0,1.0,30,0,2,18,16,26,5,47,69,0,0,0,0,0.0,0,0,1.0,14,131,4,10,10,33,0.0,66,123,0,0,0,129,6,0.0,4.0,2.0,12,17.0,0.0,5.0,1.0,35,4,0,0,0,0,687,3
25,6,2025,2025-06-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,0.0,0,7,0.0,44,2,0,20,23,35,20,78,16,1,0,0,0,0.0,0,0,0.0,10,105,4,4,19,58,1.0,46,132,0,2,0,103,10,4.0,5.0,1.0,16,25.0,0.0,12.0,3.0,20,10,0,0,0,0,712,3
26,6,2025,2025-06-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,0,0.0,25,0,1,16,29,57,12,98,36,1,0,0,0,0.0,0,0,0.0,23,158,2,7,11,53,1.0,101,175,0,4,0,125,0,0.0,0.0,0.0,12,4.0,0.0,2.0,1.0,27,5,0,0,0,0,753,3
27,6,2025,2025-06-01,41,2,Rio de Janeiro,3304557,Capital,8,0,0,8,0,1.0,9,0,0.0,49,3,3,25,81,53,7,141,103,15,3,0,0,0.0,0,0,1.0,29,292,33,13,10,29,3.0,89,177,0,3,2,187,5,2.0,2.0,1.0,27,29.0,1.0,8.0,3.0,43,5,0,0,0,0,1133,3
28,6,2025,2025-06-01,18,2,Rio de Janeiro,3304557,Capital,1,0,0,1,1,0.0,2,1,0.0,40,4,0,17,23,29,8,60,35,0,6,0,0,0.0,0,0,0.0,6,107,5,4,7,33,0.0,51,100,0,2,0,120,3,0.0,2.0,1.0,14,11.0,1.0,2.0,0.0,36,6,0,0,0,0,684,3
29,6,2025,2025-06-01,9,2,Rio de Janeiro,3304557,Capital,6,0,0,6,0,0.0,6,1,0.0,55,5,1,24,82,49,19,150,113,8,3,0,0,0.0,0,0,0.0,24,298,32,45,34,75,1.0,155,342,0,10,6,177,1,0.0,1.0,0.0,50,15.0,7.0,4.0,0.0,65,10,2,0,0,0,1336,3
30,6,2025,2025-06-01,9,2,Rio de Janeiro,3304557,Capital,1,0,0,1,3,0.0,4,0,0.0,29,2,2,14,30,45,18,93,26,1,0,2,0,0.0,0,0,0.0,9,131,31,4,3,17,0.0,65,120,0,1,0,99,0,0.0,0.0,0.0,5,16.0,2.0,2.0,0.0,47,4,0,0,0,0,667,3
31,6,2025,2025-06-01,41,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,0.0,3,3,0.0,38,5,0,11,28,39,1,68,32,6,1,0,0,0.0,0,0,0.0,7,114,14,2,3,12,0.0,22,53,0,1,0,76,7,2.0,3.0,2.0,26,19.0,0.0,2.0,0.0,37,7,0,0,0,0,550,3
32,6,2025,2025-06-01,18,2,Rio de Janeiro,3304557,Capital,4,0,0,4,1,0.0,5,14,0.0,99,18,4,87,86,66,11,163,49,3,4,2,0,0.0,0,2,1.0,13,237,15,72,40,92,5.0,220,444,0,6,0,483,9,0.0,8.0,1.0,24,43.0,3.0,11.0,1.0,169,12,1,0,0,0,2203,3
33,6,2025,2025-06-01,14,2,Rio de Janeiro,3304557,Capital,0,0,0,0,2,0.0,2,11,0.0,73,7,5,45,21,44,8,73,35,5,0,1,0,0.0,0,0,2.0,12,128,37,6,7,24,1.0,136,211,0,0,0,83,8,1.0,7.0,0.0,26,32.0,5.0,7.0,0.0,53,4,1,0,0,0,849,3
34,6,2025,2025-06-01,14,2,Rio de Janeiro,3304557,Capital,10,0,0,10,3,0.0,13,4,0.0,120,11,1,36,51,51,2,104,58,9,3,1,0,0.0,0,0,0.0,10,185,39,8,2,33,2.0,231,315,0,5,0,137,38,1.0,17.0,21.0,53,96.0,5.0,28.0,2.0,94,8,0,0,0,0,1389,3
35,6,2025,2025-06-01,40,2,Rio de Janeiro,3304557,Capital,4,0,0,4,0,0.0,4,8,0.0,186,24,11,85,43,55,1,99,54,9,9,0,0,0.0,0,0,0.0,20,191,46,21,12,65,12.0,308,464,0,12,0,351,7,5.0,2.0,0.0,24,89.0,3.0,19.0,1.0,178,22,0,0,0,0,2380,3
36,6,2025,2025-06-01,27,2,Rio de Janeiro,3304557,Capital,6,1,0,7,0,0.0,7,1,0.0,110,20,3,32,13,15,0,28,12,5,1,0,0,0.0,0,0,0.0,6,52,15,7,5,18,3.0,80,128,0,5,0,204,2,0.0,1.0,1.0,22,37.0,0.0,3.0,0.0,116,8,1,0,0,0,1079,3
37,6,2025,2025-06-01,17,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,2,0.0,47,3,3,26,10,11,0,21,9,6,0,2,0,0.0,0,0,0.0,4,42,5,2,2,29,2.0,61,101,0,4,0,101,2,1.0,1.0,0.0,13,23.0,3.0,3.0,0.0,38,6,0,0,0,0,718,3
38,6,2025,2025-06-01,16,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,3,0.0,35,2,3,21,22,45,2,69,66,8,2,1,0,0.0,0,0,0.0,33,179,13,3,15,29,0.0,50,110,0,1,0,128,8,1.0,6.0,1.0,75,24.0,1.0,13.0,0.0,30,4,0,0,0,0,883,3
39,6,2025,2025-06-01,41,2,Rio de Janeiro,3304557,Capital,2,0,0,2,1,1.0,4,0,0.0,51,3,2,36,36,35,10,81,140,26,0,0,0,0.0,0,0,0.0,28,275,15,6,5,24,0.0,68,118,1,1,0,131,7,1.0,6.0,0.0,96,23.0,4.0,2.0,0.0,40,7,0,0,0,0,985,3
40,6,2025,2025-06-01,9,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,0.0,3,1,0.0,31,4,0,19,31,29,3,63,59,9,2,1,0,0.0,0,0,0.0,17,151,12,7,6,13,1.0,39,78,0,0,0,85,2,0.0,2.0,0.0,20,34.0,0.0,2.0,0.0,24,3,0,0,0,0,530,3
41,6,2025,2025-06-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,1,0.0,1,1,1.0,25,2,0,39,17,24,1,42,5,0,2,2,0,0.0,0,0,0.0,3,54,4,9,14,52,1.0,64,144,0,7,0,176,0,0.0,0.0,0.0,5,6.0,0.0,8.0,0.0,39,3,1,0,0,0,752,3
42,6,2025,2025-06-01,31,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,0.0,3,2,0.0,70,9,1,45,34,33,5,72,11,0,2,2,0,0.0,0,0,0.0,11,98,33,6,25,54,10.0,130,258,0,8,1,292,9,6.0,1.0,2.0,6,32.0,5.0,17.0,1.0,86,9,0,0,0,0,1329,3
43,6,2025,2025-06-01,27,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,0.0,1,3,0.0,67,14,0,37,11,17,0,28,10,1,1,0,0,0.0,0,0,0.0,4,44,13,0,4,9,2.0,27,55,0,4,0,108,1,0.0,1.0,0.0,12,23.0,0.0,4.0,0.0,87,8,0,0,0,0,635,3
44,6,2025,2025-06-01,3,1,Rio de Janeiro,3304557,Capital,3,0,0,3,4,0.0,7,5,0.0,43,1,1,25,30,43,12,85,39,3,5,1,0,0.0,0,0,0.0,26,159,10,5,5,16,2.0,63,101,0,0,0,97,10,1.0,6.0,3.0,16,31.0,0.0,4.0,1.0,31,3,0,0,0,0,746,3
48,6,2025,2025-06-01,24,3,Seropédica,3305554,Baixada Fluminense,0,0,0,0,0,0.0,0,0,0.0,21,4,1,12,4,2,0,6,2,0,0,1,0,0.0,0,0,0.0,1,10,7,3,1,4,7.0,26,48,0,2,0,47,2,2.0,0.0,0.0,5,10.0,0.0,1.0,0.0,24,3,0,0,0,0,296,3
50,6,2025,2025-06-01,24,3,Itaguaí,3302007,Baixada Fluminense,5,0,0,5,0,0.0,5,1,1.0,25,6,1,16,2,5,0,7,0,0,5,0,0,0.0,0,0,0.0,3,15,13,2,0,6,0.0,43,64,0,0,0,46,6,6.0,0.0,0.0,8,25.0,0.0,3.0,0.0,35,9,0,0,0,0,351,3
51,6,2025,2025-06-01,24,3,Paracambi,3303609,Baixada Fluminense,0,0,0,0,0,0.0,0,0,0.0,18,2,1,7,1,0,0,1,0,0,0,0,0,0.0,0,0,0.0,0,1,4,0,0,1,2.0,12,19,0,2,0,23,3,0.0,3.0,0.0,3,11.0,0.0,6.0,0.0,14,0,0,0,0,0,154,3
52,6,2025,2025-06-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,2,0,0,2,0,0.0,2,6,0.0,54,5,1,28,54,78,4,136,35,1,4,1,0,0.0,1,1,1.0,10,190,49,22,4,42,2.0,117,236,0,2,0,122,9,7.0,0.0,2.0,18,43.0,3.0,15.0,3.0,57,4,0,0,0,0,1049,3
53,6,2025,2025-06-01,20,3,Mesquita,3302858,Baixada Fluminense,1,0,0,1,1,0.0,2,3,1.0,69,4,0,12,36,20,0,56,10,5,0,1,0,0.0,0,1,1.0,10,84,25,5,0,12,5.0,51,98,0,2,0,83,8,1.0,2.0,5.0,13,18.0,7.0,3.0,1.0,49,3,0,0,0,0,526,3
54,6,2025,2025-06-01,39,3,Belford Roxo,3300456,Baixada Fluminense,5,0,0,5,1,0.0,6,5,0.0,123,8,2,28,78,88,6,172,81,4,9,1,0,0.0,0,0,0.0,12,279,26,12,3,7,1.0,66,115,0,4,0,216,21,0.0,19.0,2.0,54,73.0,7.0,20.0,0.0,113,16,1,0,0,0,1355,3
55,6,2025,2025-06-01,24,3,Queimados,3304144,Baixada Fluminense,1,0,0,1,0,0.0,1,1,0.0,48,12,3,12,17,11,1,29,5,0,1,0,0,0.0,0,0,0.0,1,36,9,2,3,9,3.0,46,72,0,0,0,65,9,6.0,1.0,2.0,13,19.0,1.0,3.0,0.0,59,4,1,0,0,0,486,3
56,6,2025,2025-06-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,3,0,0,3,0,0.0,3,5,0.0,80,14,1,25,40,30,2,72,38,7,2,1,0,0.0,0,0,1.0,8,129,27,1,1,10,2.0,29,70,0,1,0,108,2,0.0,2.0,0.0,12,15.0,2.0,5.0,0.0,87,10,0,0,0,0,703,3
57,6,2025,2025-06-01,20,3,Nilópolis,3303203,Baixada Fluminense,0,0,0,0,1,0.0,1,6,0.0,52,4,0,7,31,53,0,84,22,1,1,1,0,0.0,0,1,0.0,11,121,16,4,4,8,0.0,50,82,0,3,0,114,1,0.0,1.0,0.0,7,11.0,1.0,8.0,0.0,64,3,0,0,0,0,666,3
58,6,2025,2025-06-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,18,1,0,19,0,0.0,19,4,0.0,133,16,6,44,86,62,0,148,52,3,4,0,0,0.0,0,0,1.0,11,219,17,0,2,16,6.0,35,76,0,3,0,149,7,2.0,4.0,1.0,19,29.0,7.0,6.0,1.0,123,13,3,0,0,0,1163,3
59,6,2025,2025-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,2,1,0,3,4,0.0,7,10,0.0,118,16,2,59,154,118,5,277,124,41,4,0,0,0.0,0,0,1.0,41,488,64,53,12,42,0.0,191,362,0,5,0,205,9,2.0,7.0,0.0,60,51.0,11.0,11.0,3.0,120,16,2,0,0,0,1925,3
60,6,2025,2025-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,8,0,0,8,6,0.0,14,10,2.0,67,5,10,28,44,68,4,116,86,27,3,0,0,0.0,0,0,0.0,13,245,10,4,3,13,2.0,38,70,0,2,1,135,6,0.0,6.0,0.0,22,28.0,2.0,20.0,2.0,51,18,1,0,0,0,928,3
61,6,2025,2025-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,0,0,0,0,0,0.0,0,0,0.0,17,0,1,3,3,0,0,3,8,1,0,1,0,0.0,0,0,0.0,0,13,4,0,0,4,2.0,11,21,0,0,0,30,0,0.0,0.0,0.0,2,2.0,0.0,2.0,0.0,20,0,1,0,0,0,152,3
62,6,2025,2025-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,2,0,0,2,0,0.0,2,3,1.0,32,9,3,15,34,28,0,62,62,10,1,1,0,0.0,1,2,0.0,5,144,4,4,0,5,2.0,39,54,0,5,0,66,3,0.0,3.0,0.0,17,27.0,1.0,4.0,0.0,27,0,0,0,0,0,503,3
63,6,2025,2025-06-01,24,3,Japeri,3302270,Baixada Fluminense,0,0,0,0,0,0.0,0,0,0.0,17,1,0,5,5,4,0,9,3,1,0,0,0,0.0,0,0,0.0,4,17,4,3,1,5,2.0,18,33,0,1,0,48,7,3.0,4.0,0.0,4,18.0,0.0,5.0,1.0,37,2,1,0,0,0,261,3
64,6,2025,2025-06-01,21,3,São João de Meriti,3305109,Baixada Fluminense,6,0,0,6,4,0.0,10,10,1.0,113,12,1,48,77,134,16,227,82,19,7,2,0,0.0,0,2,0.0,60,399,71,5,4,36,1.0,173,290,0,5,0,329,12,0.0,9.0,3.0,46,45.0,4.0,11.0,0.0,137,14,1,0,0,0,1882,3
