cisp,mes,ano,mes_ano,aisp,risp,munic,mcirc,regiao,hom_doloso,lesao_corp_morte,latrocinio,cvli,hom_por_interv_policial,feminicidio,letalidade_violenta,tentat_hom,tentativa_feminicidio,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_transeunte,roubo_celular,roubo_em_coletivo,roubo_rua,roubo_veiculo,roubo_carga,roubo_comercio,roubo_residencia,roubo_banco,roubo_cx_eletronico,roubo_conducao_saque,roubo_apos_saque,roubo_bicicleta,outros_roubos,total_roubos,furto_veiculos,furto_transeunte,furto_coletivo,furto_celular,furto_bicicleta,outros_furtos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,posse_drogas,trafico_drogas,apreensao_drogas_sem_autor,recuperacao_veiculos,apf,aaapai,cmp,cmba,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias,fase
34,6,2021,2021-06-01,14,2,Rio de Janeiro,3304557,Capital,6,0,0,6,2,,8,8,,111,2,6,34,74,34,38,146,95,16,7,2,0,0.0,1,2,0.0,19,288,38,10,5,21,4.0,88,166,0,7,0,96,36,1.0,11.0,24.0,37,32.0,1.0,9.0,0.0,99,8,0,0,0,0,1163,3
35,6,2021,2021-06-01,40,2,Rio de Janeiro,3304557,Capital,6,0,0,6,0,,6,5,,142,10,4,54,58,26,15,99,53,7,1,1,0,1.0,0,2,1.0,11,176,56,19,1,16,0.0,91,183,0,3,0,199,3,1.0,2.0,0.0,32,84.0,3.0,24.0,1.0,85,13,0,0,0,0,1085,3
36,6,2021,2021-06-01,27,2,Rio de Janeiro,3304557,Capital,1,1,0,2,1,,3,2,,64,7,1,19,42,5,9,56,12,1,6,0,0,0.0,0,1,0.0,10,86,10,2,8,6,0.0,58,84,0,2,0,66,0,0.0,0.0,0.0,10,18.0,0.0,6.0,0.0,56,5,0,0,0,0,549,3
37,6,2021,2021-06-01,17,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,46,6,2,16,23,4,3,30,16,0,2,0,0,0.0,0,1,0.0,5,54,12,11,11,7,1.0,61,103,0,2,0,102,5,0.0,4.0,1.0,38,31.0,2.0,6.0,0.0,58,5,0,0,0,0,710,3
38,6,2021,2021-06-01,16,1,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,1,,31,6,1,22,46,17,12,75,33,12,1,0,0,2.0,0,4,0.0,23,150,17,2,2,8,0.0,29,58,0,1,0,53,5,1.0,3.0,1.0,39,13.0,2.0,3.0,2.0,40,2,0,0,0,0,481,3
39,6,2021,2021-06-01,41,2,Rio de Janeiro,3304557,Capital,4,0,0,4,4,,8,5,,25,3,0,11,81,16,65,162,90,10,4,1,0,0.0,0,1,0.0,79,347,15,2,0,3,0.0,41,61,0,1,2,32,5,1.0,4.0,0.0,50,22.0,1.0,3.0,1.0,16,2,0,0,0,0,623,3
40,6,2021,2021-06-01,9,2,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,0,,29,3,0,9,73,26,39,138,57,4,1,2,0,0.0,0,3,0.0,31,236,9,9,4,5,0.0,30,57,0,0,0,36,0,0.0,0.0,0.0,61,11.0,0.0,2.0,0.0,19,1,0,0,0,0,499,3
41,6,2021,2021-06-01,18,2,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,0,,25,1,0,15,44,9,2,55,14,0,3,2,0,0.0,1,1,0.0,10,86,2,3,13,8,1.0,42,69,0,2,0,48,0,0.0,0.0,0.0,2,10.0,0.0,7.0,0.0,33,3,1,0,0,0,397,3
42,6,2021,2021-06-01,31,2,Rio de Janeiro,3304557,Capital,5,0,0,5,0,,5,3,,59,2,2,26,14,9,2,25,12,0,7,3,0,0.0,0,0,0.0,11,58,21,7,15,26,7.0,132,208,0,8,1,137,92,88.0,2.0,2.0,8,23.0,1.0,10.0,1.0,64,4,1,0,0,0,946,3
43,6,2021,2021-06-01,27,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,2,,70,10,4,22,24,8,0,32,9,3,1,0,0,0.0,0,0,0.0,2,47,12,2,3,5,0.0,34,56,0,0,0,37,0,0.0,0.0,0.0,7,11.0,1.0,7.0,0.0,73,5,1,0,0,0,390,3
44,6,2021,2021-06-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,32,2,1,29,50,33,10,93,25,2,0,0,0,0.0,0,0,0.0,19,139,10,9,1,7,0.0,55,82,0,1,0,34,5,1.0,3.0,1.0,5,8.0,0.0,5.0,0.0,18,4,0,0,0,0,401,3
48,6,2021,2021-06-01,24,3,Seropédica,3305554,Baixada Fluminense,2,0,0,2,0,,2,0,,20,4,4,6,4,3,0,7,3,1,5,1,0,0.0,0,0,0.0,3,20,6,0,0,1,0.0,9,16,0,3,0,10,3,0.0,3.0,0.0,5,13.0,1.0,5.0,0.0,18,3,0,0,0,0,168,3
50,6,2021,2021-06-01,24,3,Itaguaí,3302007,Baixada Fluminense,2,0,0,2,0,,2,0,,32,4,1,9,9,5,0,14,8,3,7,4,0,0.0,0,0,0.0,2,38,12,11,1,3,0.0,59,86,0,2,0,29,4,3.0,1.0,1.0,3,6.0,1.0,10.0,0.0,44,7,0,0,0,0,366,3
51,6,2021,2021-06-01,24,3,Paracambi,3303609,Baixada Fluminense,2,0,0,2,0,,2,0,,21,0,0,6,2,1,1,4,0,0,0,0,0,0.0,0,0,0.0,0,4,1,1,0,2,0.0,6,10,0,0,0,12,23,19.0,4.0,1.0,1,9.0,1.0,2.0,0.0,13,1,0,0,0,0,108,3
52,6,2021,2021-06-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,2,0,0,2,0,,2,0,,45,0,1,25,91,31,17,139,46,2,5,1,0,1.0,0,1,0.0,13,208,32,6,1,17,0.0,75,131,0,0,0,76,7,4.0,3.0,0.0,6,29.0,0.0,8.0,0.0,33,5,0,0,0,0,662,3
53,6,2021,2021-06-01,20,3,Mesquita,3302858,Baixada Fluminense,1,0,0,1,3,,4,5,,34,5,0,10,51,23,29,103,10,5,0,0,0,0.0,0,2,1.0,8,129,14,9,0,6,1.0,37,67,0,2,0,30,6,0.0,5.0,1.0,11,20.0,1.0,3.0,0.0,35,4,0,0,0,0,384,3
54,6,2021,2021-06-01,39,3,Belford Roxo,3300456,Baixada Fluminense,8,0,0,8,4,,12,10,,101,9,4,14,98,33,35,166,127,13,8,1,0,0.0,0,2,0.0,31,348,34,4,2,11,3.0,38,92,0,5,0,71,7,0.0,7.0,0.0,28,46.0,2.0,17.0,0.0,90,10,0,0,0,0,955,3
55,6,2021,2021-06-01,24,3,Queimados,3304144,Baixada Fluminense,3,0,0,3,0,,3,2,,48,9,2,13,44,35,5,84,12,6,3,3,0,1.0,0,0,0.0,7,116,13,5,0,6,1.0,41,66,0,0,0,30,7,2.0,5.0,0.0,4,14.0,0.0,9.0,0.0,43,5,0,0,0,0,428,3
56,6,2021,2021-06-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,4,0,0,4,4,,8,12,,80,4,3,19,63,44,9,116,31,1,6,5,0,0.0,0,0,0.0,25,184,18,0,1,9,0.0,48,76,0,1,0,28,7,4.0,3.0,0.0,15,31.0,3.0,6.0,0.0,87,9,1,0,0,0,612,3
57,6,2021,2021-06-01,20,3,Nilópolis,3303203,Baixada Fluminense,0,0,0,0,3,,3,0,,56,3,1,9,58,35,3,96,22,3,1,1,0,0.0,0,1,0.0,15,139,15,9,1,4,0.0,34,63,0,2,0,41,1,1.0,0.0,0.0,5,20.0,0.0,6.0,0.0,42,1,0,0,0,0,442,3
58,6,2021,2021-06-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,10,0,0,10,3,,13,15,,127,7,3,19,64,44,19,127,37,7,5,3,0,0.0,0,0,0.0,26,205,18,4,2,10,0.0,37,71,0,1,0,32,16,10.0,5.0,1.0,25,36.0,5.0,4.0,0.0,104,17,0,0,0,0,741,3
59,6,2021,2021-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,2,0,0,2,3,,5,2,,80,10,1,39,186,17,44,247,71,18,6,0,0,0.0,0,9,0.0,25,376,56,35,6,9,2.0,127,235,0,2,2,88,13,5.0,7.0,1.0,32,65.0,3.0,24.0,1.0,77,4,0,0,0,0,1247,3
60,6,2021,2021-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,7,0,0,7,3,,10,2,,59,6,2,28,59,16,27,102,62,24,5,0,0,1.0,0,0,0.0,11,205,22,6,1,3,2.0,31,65,0,2,0,39,11,2.0,9.0,0.0,19,40.0,1.0,7.0,0.0,42,10,0,0,0,0,575,3
61,6,2021,2021-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,1,0,0,1,0,,1,0,,10,1,0,4,4,0,0,4,1,2,1,0,0,0.0,0,1,0.0,2,11,2,1,0,5,1.0,11,20,0,1,0,10,1,0.0,1.0,0.0,0,4.0,0.0,3.0,0.0,16,1,0,0,0,0,108,3
62,6,2021,2021-06-01,15,3,Duque de Caxias,3301702,Baixada Fluminense,1,0,0,1,0,,1,3,,30,9,1,11,42,12,3,57,28,10,3,4,0,0.0,0,2,0.0,7,111,6,4,0,2,1.0,19,32,0,1,0,20,5,0.0,5.0,0.0,14,17.0,0.0,13.0,1.0,34,5,0,0,0,0,329,3
63,6,2021,2021-06-01,24,3,Japeri,3302270,Baixada Fluminense,3,0,0,3,7,,10,5,,11,4,1,3,7,2,1,10,7,4,0,0,0,0.0,0,0,0.0,8,29,4,0,1,0,0.0,18,23,0,1,0,8,17,10.0,7.0,0.0,5,10.0,0.0,6.0,0.0,14,1,0,0,0,0,186,3
64,6,2021,2021-06-01,21,3,São João de Meriti,3305109,Baixada Fluminense,1,0,0,1,5,,6,11,,81,13,0,36,138,42,65,245,82,26,5,2,0,0.0,0,6,0.0,47,413,72,8,6,7,0.0,76,169,0,4,0,195,10,1.0,9.0,0.0,44,41.0,7.0,6.0,0.0,87,10,0,0,0,0,1206,3
65,6,2021,2021-06-01,34,3,Magé,3302502,Baixada Fluminense,7,0,0,7,0,,7,0,,26,6,2,5,7,6,1,14,6,0,1,0,0,0.0,0,0,0.0,1,22,7,3,0,3,0.0,20,33,0,0,0,29,9,2.0,8.0,0.0,3,16.0,0.0,6.0,1.0,22,3,0,0,0,0,224,3
66,6,2021,2021-06-01,34,3,Magé,3302502,Baixada Fluminense,1,0,0,1,0,,1,0,,80,10,1,12,10,5,1,16,4,0,2,1,0,0.0,0,0,2.0,5,30,9,4,1,9,4.0,24,51,0,2,0,26,6,3.0,3.0,0.0,4,21.0,1.0,7.0,0.0,52,2,0,0,0,0,338,3
67,6,2021,2021-06-01,34,3,Guapimirim,3301850,Baixada Fluminense,0,0,0,0,0,,0,5,,18,1,0,3,1,1,0,2,4,0,0,0,0,0.0,0,0,0.0,5,11,1,0,0,3,1.0,11,16,0,0,0,8,6,1.0,4.0,1.0,4,9.0,0.0,2.0,0.0,21,1,0,0,0,0,127,3
1,7,2021,2021-07-01,5,1,Rio de Janeiro,3304557,Capital,0,0,1,1,0,,1,2,,16,0,0,4,47,10,8,65,3,1,2,0,0,0.0,0,1,0.0,5,77,1,30,13,20,0.0,38,102,0,0,1,134,1,1.0,0.0,0.0,0,10.0,5.0,6.0,0.0,13,1,0,0,0,0,487,3
4,7,2021,2021-07-01,5,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,13,3,0,9,31,9,14,54,4,0,0,0,0,0.0,0,0,0.0,7,65,4,21,24,17,0.0,43,109,0,1,0,21,10,6.0,4.0,0.0,1,11.0,1.0,4.0,0.0,12,2,0,0,0,0,319,3
5,7,2021,2021-07-01,5,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,26,5,0,11,119,25,8,152,4,0,5,0,0,0.0,0,4,2.0,10,177,9,58,11,56,3.0,114,251,0,3,0,109,11,5.0,7.0,1.0,3,40.0,1.0,12.0,0.0,36,1,0,0,0,0,849,3
6,7,2021,2021-07-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,2,,2,7,,23,1,1,14,33,6,23,62,16,0,3,1,0,0.0,0,1,0.0,7,90,8,8,8,7,1.0,37,69,0,0,0,37,4,0.0,1.0,3.0,16,7.0,0.0,6.0,0.0,12,0,0,0,0,0,365,3
7,7,2021,2021-07-01,5,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,2,,3,0,0,0,14,1,0,15,4,0,0,1,0,0.0,0,0,0.0,4,24,11,0,1,0,0.0,14,26,0,0,0,17,3,0.0,1.0,2.0,1,2.0,0.0,4.0,0.0,3,0,0,0,0,0,107,3
9,7,2021,2021-07-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,15,2,2,8,38,17,15,70,8,0,4,2,0,0.0,0,0,7.0,5,96,24,18,8,45,5.0,70,170,0,2,0,129,9,8.0,0.0,1.0,2,12.0,2.0,3.0,0.0,24,0,0,0,0,0,649,3
10,7,2021,2021-07-01,2,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,12,1,3,10,28,18,6,52,7,0,10,0,0,0.0,0,1,1.0,12,83,9,17,21,64,8.0,151,270,0,3,0,168,3,3.0,0.0,0.0,2,38.0,13.0,0.0,0.0,28,1,0,0,0,0,757,3
11,7,2021,2021-07-01,23,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,1,,10,2,0,2,1,1,1,3,0,0,0,0,0,0.0,0,0,0.0,0,3,0,3,1,2,0.0,6,12,0,0,0,17,3,1.0,2.0,0.0,0,6.0,0.0,6.0,0.0,6,2,0,0,0,0,83,3
12,7,2021,2021-07-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,1,,32,1,0,6,20,9,1,30,1,0,1,0,0,0.0,0,0,0.0,7,39,4,34,7,60,6.0,116,227,0,1,0,107,11,6.0,5.0,0.0,1,38.0,19.0,15.0,3.0,22,2,0,0,0,0,634,3
13,7,2021,2021-07-01,19,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,11,2,1,6,25,10,1,36,0,0,2,0,0,0.0,1,1,0.0,5,45,4,18,4,26,5.0,56,113,0,3,0,67,5,2.0,3.0,0.0,0,15.0,9.0,4.0,0.0,13,1,0,0,0,0,357,3
14,7,2021,2021-07-01,23,1,Rio de Janeiro,3304557,Capital,1,0,0,1,1,,2,0,,14,0,0,2,40,20,3,63,2,0,4,2,0,0.0,0,1,1.0,8,81,3,21,4,63,5.0,96,192,0,1,0,96,7,6.0,1.0,0.0,1,26.0,6.0,11.0,0.0,15,0,0,0,0,0,551,3
15,7,2021,2021-07-01,23,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,16,1,0,9,40,12,6,58,7,0,4,2,0,0.0,0,0,0.0,2,73,5,10,9,14,2.0,34,74,0,4,0,61,3,2.0,0.0,1.0,0,6.0,0.0,4.0,0.0,14,2,0,0,0,0,339,3
16,7,2021,2021-07-01,31,2,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,2,,43,3,2,19,56,18,19,93,10,0,5,2,0,0.0,0,0,0.0,29,139,17,19,42,94,5.0,245,422,0,7,0,177,9,8.0,1.0,0.0,4,47.0,6.0,12.0,1.0,51,2,0,0,0,0,1172,3
17,7,2021,2021-07-01,4,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,50,0,1,17,41,29,19,89,17,1,2,0,0,0.0,0,0,1.0,14,124,12,5,10,13,0.0,68,108,0,1,0,44,12,4.0,7.0,2.0,2,38.0,2.0,5.0,0.0,22,4,1,0,0,0,461,3
18,7,2021,2021-07-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,7,1,0,15,37,14,9,60,26,0,2,0,0,0.0,0,1,0.0,7,96,6,17,5,15,2.0,56,101,0,0,0,39,5,4.0,2.0,0.0,3,7.0,1.0,3.0,0.0,12,1,0,0,0,0,355,3
19,7,2021,2021-07-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,11,,25,3,0,18,34,4,4,42,30,1,2,0,0,0.0,0,0,0.0,4,79,2,27,10,25,2.0,103,169,0,2,0,122,3,0.0,3.0,0.0,10,20.0,1.0,11.0,1.0,36,4,0,0,0,0,623,3
20,7,2021,2021-07-01,6,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,14,,23,0,1,9,28,12,1,41,17,0,4,0,0,0.0,0,0,0.0,12,74,3,14,1,11,3.0,72,104,0,2,0,83,18,11.0,5.0,2.0,4,15.0,0.0,3.0,0.0,26,1,0,0,0,0,458,3
21,7,2021,2021-07-01,22,1,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,2,,32,8,6,48,109,30,33,172,27,9,4,1,0,0.0,0,4,0.0,34,251,18,30,27,23,0.0,105,203,0,3,0,101,10,1.0,4.0,5.0,34,28.0,3.0,83.0,1.0,32,6,0,0,0,0,979,3
22,7,2021,2021-07-01,16,1,Rio de Janeiro,3304557,Capital,0,0,1,1,1,,2,12,,44,0,2,18,57,22,16,95,21,11,0,0,0,0.0,0,0,0.0,8,135,17,13,29,22,0.0,113,194,0,5,0,104,11,3.0,7.0,2.0,20,32.0,3.0,18.0,2.0,57,3,0,0,0,0,800,3
23,7,2021,2021-07-01,3,1,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,0,,18,0,0,8,38,16,4,58,17,0,1,0,0,0.0,0,0,0.0,9,85,8,8,4,10,0.0,59,89,0,2,0,55,1,1.0,0.0,0.0,8,11.0,0.0,3.0,2.0,10,0,0,0,0,0,382,3
24,7,2021,2021-07-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,32,4,0,10,47,18,2,67,34,2,0,1,0,0.0,0,2,0.0,16,122,12,4,4,4,3.0,48,75,0,0,0,39,1,0.0,1.0,0.0,3,11.0,0.0,3.0,0.0,15,4,0,0,0,0,362,3
25,7,2021,2021-07-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,1,,1,0,,22,1,0,12,43,15,23,81,19,0,3,0,0,0.0,0,1,0.0,22,126,7,4,3,6,0.0,53,73,0,1,0,19,10,1.0,8.0,1.0,7,20.0,0.0,10.0,2.0,23,2,0,0,0,0,368,3
26,7,2021,2021-07-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,2,,2,2,,18,0,1,16,31,14,9,54,32,1,2,0,0,0.0,0,1,0.0,21,111,9,9,5,16,0.0,66,105,0,2,0,75,2,0.0,2.0,0.0,21,13.0,0.0,4.0,0.0,20,1,0,0,0,0,503,3
27,7,2021,2021-07-01,41,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,2,,36,4,3,17,85,31,14,130,34,7,4,1,0,1.0,0,0,0.0,19,196,10,18,6,16,1.0,86,137,0,0,0,51,7,0.0,7.0,0.0,60,31.0,4.0,6.0,0.0,57,4,0,0,0,0,664,3
28,7,2021,2021-07-01,18,2,Rio de Janeiro,3304557,Capital,2,0,0,2,1,,3,0,,25,2,0,9,29,13,0,42,18,0,1,0,0,0.0,0,0,0.0,10,71,9,7,7,10,1.0,20,54,0,0,0,46,2,0.0,1.0,1.0,7,17.0,0.0,6.0,0.0,33,5,0,0,0,0,303,3
29,7,2021,2021-07-01,9,2,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,0,,40,2,1,20,95,37,22,154,61,1,6,0,0,1.0,0,0,0.0,41,264,20,45,34,30,0.0,140,269,0,1,0,93,1,1.0,0.0,0.0,21,16.0,2.0,17.0,1.0,24,3,0,0,0,0,932,3
30,7,2021,2021-07-01,9,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,0,,25,0,0,14,40,26,3,69,35,1,6,0,0,0.0,0,0,0.0,11,122,20,5,4,5,1.0,42,77,0,1,0,43,2,1.0,1.0,0.0,7,10.0,0.0,5.0,0.0,37,2,0,0,0,0,387,3
31,7,2021,2021-07-01,41,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,7,,22,2,0,11,81,25,4,110,46,3,4,2,0,0.0,0,1,0.0,30,196,14,8,6,3,1.0,34,66,0,0,0,33,4,1.0,2.0,1.0,13,10.0,0.0,3.0,0.0,29,5,0,0,0,0,503,3
32,7,2021,2021-07-01,18,2,Rio de Janeiro,3304557,Capital,3,0,0,3,2,,5,3,,98,10,3,35,144,47,45,236,36,5,10,0,0,0.0,0,0,0.0,43,330,17,27,32,35,1.0,228,340,0,7,0,202,5,2.0,1.0,2.0,21,51.0,5.0,9.0,0.0,106,9,0,0,0,0,1494,3
33,7,2021,2021-07-01,14,2,Rio de Janeiro,3304557,Capital,6,0,0,6,1,,7,1,,61,3,3,42,66,41,9,116,39,12,8,1,0,1.0,0,0,0.0,17,194,31,6,6,17,0.0,69,129,0,4,0,123,7,3.0,3.0,1.0,21,29.0,3.0,5.0,0.0,63,1,0,0,0,0,869,3
34,7,2021,2021-07-01,14,2,Rio de Janeiro,3304557,Capital,8,0,0,8,3,,11,9,,94,11,6,42,87,42,28,157,100,21,3,1,0,0.0,1,3,0.0,27,313,38,16,9,7,2.0,82,154,0,7,0,92,14,4.0,5.0,5.0,28,47.0,3.0,17.0,2.0,73,10,0,0,0,0,1114,3
35,7,2021,2021-07-01,40,2,Rio de Janeiro,3304557,Capital,4,0,0,4,1,,5,3,,129,20,2,53,64,34,18,116,67,10,2,1,0,0.0,1,0,0.0,26,223,81,25,4,12,1.0,83,206,0,3,0,187,1,0.0,1.0,0.0,27,69.0,6.0,32.0,0.0,128,10,0,0,0,0,1168,3
36,7,2021,2021-07-01,27,2,Rio de Janeiro,3304557,Capital,3,0,0,3,4,,7,5,,73,11,1,22,39,7,8,54,14,3,4,0,0,0.0,0,1,0.0,8,84,22,7,3,5,1.0,60,98,0,1,0,77,1,1.0,0.0,0.0,5,19.0,1.0,5.0,0.0,68,9,0,0,0,0,610,3
37,7,2021,2021-07-01,17,1,Rio de Janeiro,3304557,Capital,4,0,0,4,0,,4,0,,41,4,0,19,35,8,2,45,9,0,3,0,0,0.0,0,0,0.0,8,65,11,14,2,4,0.0,93,124,0,2,1,107,0,0.0,0.0,0.0,20,14.0,5.0,6.0,0.0,41,4,0,0,0,0,750,3
38,7,2021,2021-07-01,16,1,Rio de Janeiro,3304557,Capital,5,0,0,5,2,,7,8,,43,2,2,19,45,25,18,88,37,21,1,2,0,0.0,0,3,0.0,21,173,16,2,7,10,0.0,32,67,0,0,0,52,4,0.0,3.0,1.0,36,17.0,1.0,5.0,0.0,44,6,1,0,0,0,528,3
39,7,2021,2021-07-01,41,2,Rio de Janeiro,3304557,Capital,4,0,1,5,1,,6,11,,32,4,0,17,79,20,59,158,123,8,1,1,0,0.0,0,4,0.0,60,355,12,8,2,10,0.0,39,71,0,0,0,47,4,0.0,4.0,0.0,66,16.0,1.0,7.0,1.0,22,2,0,0,0,0,707,3
40,7,2021,2021-07-01,9,2,Rio de Janeiro,3304557,Capital,1,0,0,1,0,,1,3,,21,0,0,13,69,18,26,113,57,5,1,1,0,0.0,0,0,0.0,38,215,4,11,2,6,0.0,31,54,0,0,0,30,0,0.0,0.0,0.0,96,7.0,0.0,2.0,0.0,23,0,0,0,0,0,490,3
41,7,2021,2021-07-01,18,2,Rio de Janeiro,3304557,Capital,3,0,0,3,0,,3,2,,41,2,1,15,54,15,4,73,17,0,2,0,0,1.0,0,0,0.0,7,100,2,6,17,10,1.0,52,88,0,2,1,61,1,1.0,0.0,0.0,3,11.0,1.0,3.0,0.0,61,1,0,0,0,0,447,3
42,7,2021,2021-07-01,31,2,Rio de Janeiro,3304557,Capital,2,0,0,2,0,,2,1,,41,7,3,22,28,14,4,46,15,0,4,3,0,0.0,0,0,1.0,11,80,21,5,8,27,3.0,106,170,0,4,0,119,91,89.0,2.0,0.0,6,30.0,3.0,8.0,1.0,51,8,0,0,0,0,897,3
43,7,2021,2021-07-01,27,2,Rio de Janeiro,3304557,Capital,0,1,0,1,0,,1,2,,77,4,0,35,11,8,2,21,5,1,1,0,0,0.0,0,0,0.0,7,35,19,3,7,12,0.0,36,77,0,0,0,42,0,0.0,0.0,0.0,2,12.0,0.0,4.0,0.0,72,4,1,0,0,0,432,3
44,7,2021,2021-07-01,3,1,Rio de Janeiro,3304557,Capital,0,0,0,0,0,,0,2,,24,0,2,20,76,27,7,110,20,2,4,1,0,0.0,0,0,0.0,7,144,12,7,3,12,0.0,60,94,0,0,0,51,3,1.0,2.0,0.0,4,11.0,1.0,6.0,0.0,29,0,0,0,0,0,418,3
48,7,2021,2021-07-01,24,3,Seropédica,3305554,Baixada Fluminense,1,0,0,1,0,,1,2,,10,4,2,7,3,11,0,14,5,2,2,0,0,0.0,0,0,0.0,5,28,6,2,0,4,2.0,13,27,0,0,0,9,9,1.0,7.0,1.0,2,13.0,1.0,7.0,0.0,24,2,0,0,0,0,177,3
50,7,2021,2021-07-01,24,3,Itaguaí,3302007,Baixada Fluminense,3,0,0,3,0,,3,0,,52,10,2,12,15,2,2,19,10,0,5,3,0,0.0,0,0,1.0,4,42,12,5,0,3,0.0,48,68,0,0,0,42,7,6.0,1.0,0.0,8,12.0,0.0,9.0,0.0,31,3,0,0,0,0,380,3
51,7,2021,2021-07-01,24,3,Paracambi,3303609,Baixada Fluminense,0,0,0,0,0,,0,2,,12,2,0,5,2,0,0,2,0,0,0,0,0,0.0,0,0,0.0,1,3,3,2,0,1,3.0,10,19,0,0,0,11,8,5.0,3.0,1.0,1,8.0,0.0,6.0,1.0,15,1,0,0,0,0,119,3
52,7,2021,2021-07-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,5,0,0,5,0,,5,3,,52,0,3,24,65,29,28,122,36,3,8,0,0,0.0,0,1,0.0,14,184,30,23,3,11,4.0,62,133,0,3,0,86,2,1.0,1.0,0.0,7,35.0,5.0,15.0,0.0,39,5,0,0,0,0,682,3
53,7,2021,2021-07-01,20,3,Mesquita,3302858,Baixada Fluminense,3,0,0,3,1,,4,4,,49,3,0,14,47,32,21,100,20,5,1,1,0,0.0,0,1,1.0,6,135,19,6,1,7,3.0,30,66,0,0,0,45,12,1.0,11.0,0.0,9,30.0,2.0,9.0,0.0,40,3,0,0,0,0,444,3
54,7,2021,2021-07-01,39,3,Belford Roxo,3300456,Baixada Fluminense,10,0,0,10,4,,14,12,,98,20,2,28,110,22,43,175,100,12,2,1,0,0.0,0,1,0.0,28,319,45,2,1,6,1.0,40,95,0,3,1,63,6,0.0,6.0,0.0,30,29.0,2.0,17.0,1.0,103,13,1,0,0,0,929,3
55,7,2021,2021-07-01,24,3,Queimados,3304144,Baixada Fluminense,4,0,0,4,3,,7,9,,49,9,0,21,59,27,4,90,11,2,3,1,0,1.0,0,0,0.0,8,116,13,3,0,19,0.0,46,81,0,1,0,29,8,4.0,3.0,1.0,7,23.0,2.0,10.0,0.0,49,3,0,0,0,0,442,3
56,7,2021,2021-07-01,20,3,Nova Iguaçu,3303500,Baixada Fluminense,4,0,0,4,1,,5,4,,99,12,1,20,81,39,9,129,34,3,10,5,0,0.0,0,1,1.0,28,211,18,5,0,10,1.0,42,76,0,1,0,40,4,4.0,0.0,0.0,15,27.0,1.0,12.0,0.0,83,12,0,0,0,0,672,3
57,7,2021,2021-07-01,20,3,Nilópolis,3303203,Baixada Fluminense,3,0,0,3,0,,3,4,,46,1,0,12,52,32,6,90,26,1,5,0,0,0.0,0,0,0.0,19,141,32,7,0,8,1.0,45,93,0,0,0,25,0,0.0,0.0,0.0,8,8.0,1.0,8.0,0.0,38,4,0,0,0,0,450,3
